Title,Duration,Artist,Album,Scrobles,Year,Added_Date,Genre,Released_Date
Givewarmth,2:17,Woodju,Ephemeral,8,2018,19.05.2018 16:16,Электронная музыка,17.05.2018
Youngever,2:40,Woodju,Ephemeral,8,2018,19.05.2018 16:16,Электронная музыка,17.05.2018
Rhythms,3:28,Woodju,Ephemeral,6,2018,19.05.2018 16:16,Электронная музыка,17.05.2018
Flavor,3:06,Woodju,Ephemeral,7,2018,19.05.2018 16:12,Электронная музыка,17.05.2018
Ephemeral,3:43,Woodju,Ephemeral,7,2018,19.05.2018 16:10,Электронная музыка,17.05.2018
Hol' Up,2:53,Kendrick Lamar,Section.80,3,2011,18.05.2018 22:37,Hip Hop/Rap,02.07.2011
A.D.H.D.,3:36,Kendrick Lamar,Section.80,4,2011,18.05.2018 21:47,Хип-хоп/рэп,02.07.2011
No Make-Up (Her Vice) [feat. Colin Munroe],3:56,Kendrick Lamar,Section.80,3,2011,18.05.2018 21:47,Хип-хоп/рэп,02.07.2011
F*ck Your Ethnicity,3:45,Kendrick Lamar,Section.80,5,2011,18.05.2018 21:37,Хип-хоп/рэп,02.07.2011
RING THE ALARM Pt.1 Pt.2 Pt.3,5:59,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,28,2018,17.05.2018 23:18,Хип-хоп/рэп,18.05.2018
WIN,3:35,Jay Rock,Redemption,23,2018,16.05.2018 10:32,Hip-Hop/Rap,16.05.2018
Рядом с тобой,4:15,Мальбэк х Сюзанна,Рядом с тобой - Single,19,2018,16.05.2018 10:27,Поп-музыка,16.05.2018
Падаем вниз,2:46,Kidd,Обещаю не удалять,6,2018,10.05.2018 20:55,Хип-хоп/рэп,11.05.2018
Серебро (feat. etnaise),3:28,Kidd,Обещаю не удалять,6,2018,10.05.2018 20:50,Хип-хоп/рэп,11.05.2018
Умирать здесь (feat. etnaise),3:36,Kidd,Обещаю не удалять,7,2018,10.05.2018 20:46,Хип-хоп/рэп,11.05.2018
This Is America,3:46,Childish Gambino,This Is America - Single,22,2018,06.05.2018 16:43,Хип-хоп/рэп,06.05.2018
Good Life,3:46,G-Eazy & Kehlani,ФОРСАЖ 8: The Album,11,2017,05.05.2018 22:22,Hip Hop/Rap,17.03.2017
Sober (feat. Charlie Puth),3:24,G-Eazy,The Beautiful & Damned,12,2017,05.05.2018 21:32,Хип-хоп/рэп,15.12.2017
I Mean It (feat. Remo),3:56,G-Eazy,These Things Happen,3,2014,05.05.2018 21:32,Hip Hop/Rap,13.05.2014
"Me, Myself & I",4:11,G-Eazy x Bebe Rexha,When It's Dark Out,3,2015,05.05.2018 21:17,Hip Hop/Rap,14.10.2015
Him & I,4:29,G-Eazy & Halsey,The Beautiful & Damned,9,2017,05.05.2018 21:10,Хип-хоп/рэп,01.12.2017
1942 (feat. Yo Gotti & YBN Nahmir),3:33,G-Eazy,1942 (feat. Yo Gotti & YBN Nahmir) - Single,20,2018,05.05.2018 20:47,Хип-хоп/рэп,13.04.2018
Passionfruit,4:59,Drake,More Life,12,2017,29.04.2018 22:56,Hip Hop/Rap,18.03.2017
Lose You,5:05,Drake,More Life,6,2017,29.04.2018 22:10,Hip Hop/Rap,18.03.2017
Teenage Fever,3:40,Drake,More Life,6,2017,29.04.2018 22:05,Hip-Hop/Rap,18.03.2017
Skepta Interlude,2:23,Drake,More Life,6,2017,29.04.2018 22:05,Хип-хоп/рэп,18.03.2017
Gyalchester,3:09,Drake,More Life,3,2017,29.04.2018 22:05,Хип-хоп/рэп,18.03.2017
Kmt (feat. Giggs),2:43,Drake,More Life,5,2017,29.04.2018 22:05,Хип-хоп/рэп,18.03.2017
Free Smoke,3:39,Drake,More Life,13,2017,29.04.2018 21:50,Hip Hop/Rap,18.03.2017
Blem,3:37,Drake,More Life,5,2017,29.04.2018 21:12,Хип-хоп/рэп,18.03.2017
Madiba Riddim,3:25,Drake,More Life,6,2017,29.04.2018 21:12,Хип-хоп/рэп,18.03.2017
Get It Together (feat. Black Coffee & Jorja Smith),4:10,Drake,More Life,11,2017,29.04.2018 21:12,Хип-хоп/рэп,18.03.2017
Jorja Interlude,1:48,Drake,More Life,4,2017,29.04.2018 21:12,Hip Hop/Rap,18.03.2017
No Long Talk (feat. Giggs),2:30,Drake,More Life,14,2017,29.04.2018 20:56,Хип-хоп/рэп,18.03.2017
Water,3:22,Bishop Briggs,Church of Scars,4,2018,22.04.2018 12:12,Alternative,20.04.2018
Wild Horses,3:09,Bishop Briggs,Church of Scars,5,2016,22.04.2018 12:12,Альтернативная музыка,29.04.2016
The Fire,3:03,Bishop Briggs,Church of Scars,8,2017,22.04.2018 12:11,Альтернативная музыка,14.04.2017
Hi-Lo (Hollow),4:12,Bishop Briggs,Church of Scars,10,2017,22.04.2018 12:11,Alternative,06.05.2017
River,3:36,Bishop Briggs,Church of Scars,13,2016,22.04.2018 11:12,Альтернативная музыка,19.01.2016
White Flag,3:51,Bishop Briggs,Church of Scars,18,2018,22.04.2018 11:11,Альтернативная музыка,23.02.2018
Dream,3:15,Bishop Briggs,Church of Scars,9,2017,22.04.2018 11:11,Альтернативная музыка,13.10.2017
Hallowed Ground,2:54,Bishop Briggs,Church of Scars,91,2018,22.04.2018 11:11,Альтернативная музыка,20.04.2018
Tempt My Trouble,3:13,Bishop Briggs,Church of Scars,32,2018,22.04.2018 11:11,Альтернативная музыка,20.04.2018
Swimming Pools (Drank) [Extended Version],5:14,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",27,2012,22.04.2018 6:59,Хип-хоп/рэп,22.10.2012
Now Or Never (feat. Mary J. Blige),4:17,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",8,2012,21.04.2018 21:24,Hip Hop/Rap,22.10.2012
Compton (feat. Dr. Dre),4:08,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",3,2012,21.04.2018 20:16,Hip-Hop/Rap,22.10.2012
Real (feat. Anna Wise),7:23,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",12,2012,21.04.2018 19:16,Хип-хоп/рэп,22.10.2012
"Sing About Me, I'm Dying of Thirst",12:04,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",11,2012,21.04.2018 19:16,Хип-хоп/рэп,22.10.2012
Good Kid,3:34,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",23,2012,21.04.2018 19:16,Хип-хоп/рэп,22.10.2012
m.A.A.d city (feat. MC Eiht),5:50,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",14,2012,21.04.2018 19:16,Хип-хоп/рэп,22.10.2012
"Bitch, Don’t Kill My Vibe",5:11,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",26,2012,21.04.2018 19:16,Hip Hop/Rap,22.10.2012
ATM,3:37,J. Cole,KOD,10,2018,20.04.2018 13:21,Hip Hop/Rap,20.04.2018
FRIENDS (feat. kiLL edward),4:18,J. Cole,KOD,19,2018,20.04.2018 12:21,Хип-хоп/рэп,20.04.2018
Once an Addict (Interlude),3:18,J. Cole,KOD,9,2018,20.04.2018 12:21,Хип-хоп/рэп,20.04.2018
Motiv8,2:14,J. Cole,KOD,12,2018,20.04.2018 12:21,Хип-хоп/рэп,20.04.2018
KOD,3:11,J. Cole,KOD,9,2018,20.04.2018 12:21,Хип-хоп/рэп,20.04.2018
"1985 (Intro to ""The Fall Off"")",3:10,J. Cole,KOD,11,2018,20.04.2018 12:21,Хип-хоп/рэп,20.04.2018
Земля мёртвых,2:55,Horus,Прометей роняет факел,12,2018,20.04.2018 0:48,Hip Hop/Rap,20.04.2018
Рододендрон,3:12,Horus,Прометей роняет факел,5,2018,20.04.2018 0:48,Hip Hop/Rap,20.04.2018
Очертя,3:16,Horus,Прометей роняет факел,10,2018,20.04.2018 0:48,Хип-хоп/рэп,20.04.2018
Жёлтая стрела (feat. Зараза),4:09,Horus,Прометей роняет факел,13,2018,19.04.2018 23:48,Хип-хоп/рэп,20.04.2018
Гири,3:26,Horus,Прометей роняет факел,14,2018,19.04.2018 23:48,Хип-хоп/рэп,20.04.2018
Огонёк (feat. Murda Killa),3:28,Horus,Прометей роняет факел,13,2018,19.04.2018 23:48,Хип-хоп/рэп,20.04.2018
Умерла эпоха,3:08,Horus,Прометей роняет факел,11,2018,19.04.2018 23:48,Хип-хоп/рэп,20.04.2018
Метель (feat. Mnogoznaal),2:24,Horus,Прометей роняет факел,11,2018,19.04.2018 23:48,Хип-хоп/рэп,20.04.2018
Либерия (feat. ATL & Eecii McFly),4:28,Horus,Прометей роняет факел,7,2018,19.04.2018 23:48,Хип-хоп/рэп,20.04.2018
ГОРСВЕТ (feat. Oxxxymiron),3:53,Loqiemean,ГОРСВЕТ (feat. Oxxxymiron) - Single,11,2018,19.04.2018 19:25,Хип-хоп/рэп,19.04.2018
Иуда,2:16,Хаски,Иуда - Single,26,2018,19.04.2018 14:03,Хип-хоп/рэп,19.04.2018
Особенная,2:41,abdr.,Особенная - Single,9,2018,18.04.2018 16:24,Поп-музыка,18.04.2018
Warm It Up (feat. Young Sinatra),4:00,Logic,Bobby Tarantino II,10,2018,16.04.2018 20:18,Хип-хоп/рэп,09.03.2018
Gambler's Blues,2:55,Howard McGhee & Joe Carroll,Bebop Vocalists - Cool Whalin',13,2000,16.04.2018 18:10,Вокал,06.06.2000
Riders On the Storm,7:15,The Doors,The Very Best of The Doors,5,1971,09.04.2018 21:57,Rock,19.04.1971
Alabama Song (Whisky Bar),3:18,The Doors,The Doors,3,1967,09.04.2018 20:57,Рок,04.01.1967
People Are Strange,2:13,The Doors,Strange Days,2,1967,09.04.2018 20:57,Rock,25.09.1967
Больше Бена,2:16,Oxxxymiron,miXXXtape II: Долгий путь домой,9,2013,09.04.2018 20:51,Хип-хоп/рэп,18.10.2013
Пока молодой (feat. ATL),5:00,HASH TAG,Ca$h Back,5,2017,09.04.2018 20:35,Хип-хоп/рэп,17.11.2017
Gone Daddy Gone,2:28,Gnarls Barkley,St. Elsewhere,2,2006,09.04.2018 20:35,Pop,24.04.2006
Sleep (I Need You),4:36,Dodge & Fuski,The Sick - EP,3,2011,09.04.2018 20:32,Дабстеп,26.09.2011
Spanish Caravan,2:59,The Doors,Waiting for the Sun,6,1968,09.04.2018 19:58,Рок,03.07.1968
Strange Days,3:09,The Doors,Strange Days,5,1967,09.04.2018 19:58,Рок,25.09.1967
L.A. Woman,7:50,The Doors,L.A. Woman,4,1971,09.04.2018 19:57,Рок,19.04.1971
Бездыханным (feat. Oxxxymiron),3:41,Жак-Энтони,Бездыханным,4,2015,09.04.2018 19:53,Хип-хоп/рэп,13.08.2015
Прицелы,2:30,Наглый Порыв Души,"Hip-Hop для гурманов, Vol. 3",9,2013,09.04.2018 19:50,Хип-хоп/рэп,23.07.2013
Погреб на чердаке,3:37,Lodoss,Погреб на чердаке - EP,7,2014,09.04.2018 19:41,Хип-хоп/рэп,13.11.2014
Поэт в осеннем парке,3:20,Lodoss,Антиохия - EP,6,2016,09.04.2018 19:41,Хип-хоп/рэп,07.04.2016
Реанимация (feat. СД),3:29,leshakenny,Изданное,5,2016,09.04.2018 19:38,Хип-хоп/рэп,13.12.2016
Черкай-твори (feat. S.a. & Mr.M),3:36,leshakenny,Изданное,3,2017,09.04.2018 19:38,Хип-хоп/рэп,30.05.2017
Всё меняется (feat. Ljey),2:54,leshakenny,Изданное,6,2017,09.04.2018 19:38,Хип-хоп/рэп,30.05.2017
Между ними ток,2:34,leshakenny,Изданное,4,2017,09.04.2018 19:38,Хип-хоп/рэп,30.05.2017
Скрипнула дверь (feat. Ljey),4:29,leshakenny,Изданное,2,2017,09.04.2018 19:38,Хип-хоп/рэп,30.05.2017
Чисто уруру,3:05,leshakenny,Изданное,3,2017,09.04.2018 19:37,Хип-хоп/рэп,30.05.2017
Blind Mary,3:25,Gnarls Barkley,The Odd Couple,3,2008,09.04.2018 19:35,Хип-хоп/рэп,18.03.2008
Crazy,2:57,Gnarls Barkley,St. Elsewhere,8,2006,09.04.2018 19:34,Поп-музыка,13.03.2006
Спутники,2:58,Tanir,Дуэт,5,2014,09.04.2018 19:31,Хип-хоп/рэп,05.06.2014
Un Poco Loco (1998 Remaster) [The Rudy Van Gelder Edition],4:46,Bud Powell,"The Amazing Bud Powell, Vol. 1 (The Rudy Van Gelder Edition)",4,1951,09.04.2018 18:35,Blues,01.01.1951
Bouncing With Bud,3:07,Fats Navarro & Tadd Dameron,The Complete Blue Note and Capitol Recordings of Fats Navarro and Tadd Dameron,12,1995,05.04.2018 17:01,Джаз,14.09.1995
Some Nights (Extended),3:46,SAINt JHN,Collection One,17,2018,02.04.2018 18:36,Хип-хоп/рэп,30.03.2018
Brilliant Bitch,3:04,SAINt JHN,Collection One,16,2018,02.04.2018 18:34,Хип-хоп/рэп,30.03.2018
Traci Lords,3:07,SAINt JHN,Collection One,14,2018,02.04.2018 18:29,Хип-хоп/рэп,30.03.2018
N***a S**t (Swoosh),3:07,SAINt JHN,Collection One,9,2018,02.04.2018 18:26,Хип-хоп/рэп,30.03.2018
GOD BLESS THE RATCHETS,3:41,SAINt JHN,Collection One,17,2018,02.04.2018 18:22,Хип-хоп/рэп,30.03.2018
Selfish,3:55,SAINt JHN,Collection One,18,2018,02.04.2018 18:18,Хип-хоп/рэп,30.03.2018
Reflex,4:02,SAINt JHN,Collection One,17,2016,02.04.2018 18:10,Хип-хоп/рэп,23.09.2016
Roses,2:54,SAINt JHN,Collection One,15,2016,02.04.2018 18:07,Хип-хоп/рэп,22.07.2016
Surf Club,4:01,SAINt JHN,Collection One,18,2018,02.04.2018 18:06,Хип-хоп/рэп,30.03.2018
3 Below,3:11,SAINt JHN,Collection One,17,2017,02.04.2018 18:02,Хип-хоп/рэп,03.03.2017
Lust,2:46,SAINt JHN & Janelle Kroll,Collection One,28,2018,02.04.2018 17:59,Хип-хоп/рэп,30.03.2018
Sweet Georgia Brown,7:30,"Fats Navarro, Allen Eager, Buddy Rich, Bill Harris, Charlie Ventura, Ralph Burns, Al Valente & Chubby Jackson",1947 WNEW Saturday Night Swing Session - From The Archives (Remastered),5,2010,02.04.2018 17:15,Джаз,16.03.2010
Flexicution,3:39,Logic,Flexicution - Single,14,2016,01.04.2018 13:32,Хип-хоп/рэп,14.06.2016
Our Delight,3:06,Fats Navarro & Tadd Dameron,The Complete Blue Note and Capitol Recordings of Fats Navarro and Tadd Dameron,7,1995,01.04.2018 13:16,Джаз,14.09.1995
Издат,2:48,Loqiemean,Повес2ка,8,2018,01.04.2018 11:08,Hip Hop/Rap,01.04.2018
Ввв,3:31,Loqiemean,Повес2ка,11,2018,01.04.2018 10:08,Hip Hop/Rap,01.04.2018
Стая 1993,3:56,Loqiemean,Стая 1993 - Single,6,2018,01.04.2018 9:12,Хип-хоп/рэп,10.02.2018
Культ,2:31,Loqiemean,Повес2ка,16,2018,01.04.2018 9:08,Хип-хоп/рэп,01.04.2018
Китобой,2:18,Loqiemean,Повес2ка,13,2018,01.04.2018 9:08,Хип-хоп/рэп,01.04.2018
Быть дауном,3:42,Loqiemean,Повес2ка,13,2018,01.04.2018 9:08,Хип-хоп/рэп,01.04.2018
Язычок,3:12,Loqiemean,Повес2ка,5,2018,01.04.2018 9:08,Хип-хоп/рэп,01.04.2018
Мать 2,2:26,Loqiemean,Повес2ка,9,2018,01.04.2018 9:08,Хип-хоп/рэп,01.04.2018
Болей мной,5:34,Loqiemean,Повес2ка,9,2018,01.04.2018 9:08,Хип-хоп/рэп,01.04.2018
Никотин,3:52,Loqiemean,Повес2ка,12,2018,01.04.2018 9:08,Хип-хоп/рэп,01.04.2018
Безнадёга.com,2:21,Agrippa,Зной холод,5,2018,01.04.2018 3:34,Hip Hop/Rap,27.02.2018
"Не знаю, как правильно",2:50,Agrippa,Зной холод,5,2018,01.04.2018 1:12,Хип-хоп/рэп,27.02.2018
Наутилус,3:10,Agrippa,Зной холод,8,2018,01.04.2018 1:09,Хип-хоп/рэп,27.02.2018
Go All the Way,3:21,Raspberries,"Стражи Галактики. Улётный микс, Часть I (Original Motion Picture Soundtrack)",5,1990,28.03.2018 22:45,Рок,01.01.1990
Come and Get Your Love,3:27,Redbone,"Стражи Галактики. Улётный микс, Часть I (Original Motion Picture Soundtrack)",3,1973,28.03.2018 22:40,Саундтреки,01.11.1973
Hypnotize,3:50,The Notorious B.I.G.,Notorious (Music from and Inspired By the Original Motion Picture) [Deluxe Version],3,1997,27.03.2018 23:55,Soundtrack,01.03.1997
Juicy,5:01,The Notorious B.I.G.,Notorious (Music from and Inspired By the Original Motion Picture) [Deluxe Version],7,1994,27.03.2018 21:54,Саундтреки,09.08.1994
"Deep Water (feat. Kendrick Lamar, Justus & Anderson .Paak)",5:11,Dr. Dre,Compton,12,2015,27.03.2018 12:12,Хип-хоп/рэп,07.08.2015
Dance Off (feat. Idris Elba & Anderson .Paak),3:50,Macklemore & Ryan Lewis,This Unruly Mess I've Made,16,2016,27.03.2018 11:42,Хип-хоп,26.02.2016
Til It's Over,3:22,Anderson.Paak,Til It's Over - Single,11,2018,27.03.2018 11:25,R&B и соул,06.03.2018
Come Down,2:57,Anderson.Paak,Malibu,10,2016,27.03.2018 10:39,Хип-хоп,09.01.2016
Warm Shadow,5:47,Fink,Perfect Darkness (Bonus Video Version),2,2011,25.03.2018 20:34,Alternative,10.06.2011
Оборона / 101,3:14,Agrippa,Гляди в оба,3,2017,23.03.2018 18:04,Хип-хоп/рэп,11.05.2017
Drank & Drugs,2:26,Lil Kleine & Ronnie Flex,New Wave,6,2015,19.03.2018 0:22,Хип-хоп/рэп,07.04.2015
Chavron Ocean,4:40,Thomas Mraz,May 13,8,2017,18.03.2018 16:51,R&B и соул,21.09.2017
Rolling Stoner,3:04,Thomas Mraz,May 13,9,2017,18.03.2018 16:50,R&B и соул,21.09.2017
"Сведи и сохрани (feat. КА/ТЕТ, Sharon, Trogloditarum, Зараза, DanyaNOZH & ADHD)",6:25,Ripbeat,"Сведи и сохрани (feat. КА/ТЕТ, Sharon, Trogloditarum, Зараза, DanyaNOZH & ADHD) - Single",19,2018,17.03.2018 20:51,Хип-хоп/рэп,17.03.2018
We Got Soul,3:22,Wrekonize,The War Within (Deluxe Edition),7,2013,14.03.2018 0:13,Хип-хоп/рэп,25.06.2013
Give It to Me,2:59,Ces Cru,Codename: Ego Stripper (Deluxe Edition),7,2014,14.03.2018 0:13,Хип-хоп/рэп,05.08.2014
Jimmy Stewart,3:28,Ces Cru,Codename: Ego Stripper (Deluxe Edition),6,2014,14.03.2018 0:13,Хип-хоп/рэп,05.08.2014
Klick Clack Bang,4:02,Ces Cru,13,12,2012,14.03.2018 0:11,Хип-хоп/рэп,28.08.2012
Гуинплен,2:37,Нигатив,NIX ET NOX,5,2016,13.03.2018 15:25,Хип-хоп/рэп,01.03.2016
Дурак,2:54,Нигатив,NIX ET NOX,3,2016,13.03.2018 15:25,Хип-хоп/рэп,01.03.2016
Плачу на техно,2:51,Хлеб,Пушка,4,2017,12.03.2018 19:55,Hip Hop/Rap,13.11.2017
ZEF,3:20,Элджей,Sayonara Boy ろ,7,2017,12.03.2018 18:22,Хип-хоп/рэп,22.06.2017
Пауза,3:55,May Wave$ & Ameriqa,Surfin' 2,13,2018,12.03.2018 17:07,Hip Hop/Rap,23.02.2018
Toy,3:14,Young Fathers,Cocoa Sugar,10,2018,12.03.2018 13:27,Альтернативная музыка,09.03.2018
Border Girl,4:01,Young Fathers,Cocoa Sugar,18,2018,12.03.2018 13:13,Альтернативная музыка,09.03.2018
Tremolo,3:09,Young Fathers,Cocoa Sugar,14,2018,12.03.2018 13:08,Альтернативная музыка,09.03.2018
Turn,3:37,Young Fathers,Cocoa Sugar,4,2018,12.03.2018 7:03,Альтернативная музыка,09.03.2018
Lord,3:37,Young Fathers,Cocoa Sugar,11,2017,12.03.2018 6:07,Альтернативная музыка,31.10.2017
In My View,3:15,Young Fathers,Cocoa Sugar,12,2018,12.03.2018 5:59,Альтернативная музыка,09.03.2018
Пол это лава,3:29,Thomas Mraz,9 воскресений,16,2018,10.03.2018 23:13,Хип-хоп/рэп,04.03.2018
Rigamortus,2:49,Kendrick Lamar,Section.80,15,2011,06.03.2018 4:25,Hip Hop/Rap,02.07.2011
Collard Greens (feat. Kendrick Lamar),5:00,ScHoolboy Q,Oxymoron (Deluxe Version),20,2013,05.03.2018 5:29,Hip Hop/Rap,11.06.2013
Арматура,3:44,Энди Картрайт,Форева я,9,2018,04.03.2018 22:37,Hip Hop/Rap,05.03.2018
Лучше,3:32,Энди Картрайт,Форева я,10,2018,04.03.2018 21:37,Хип-хоп/рэп,05.03.2018
Не стой под луной,4:30,Энди Картрайт,Форева я,4,2018,04.03.2018 21:37,Hip Hop/Rap,05.03.2018
Другая сторона улицы,2:30,Энди Картрайт,Форева я,6,2018,04.03.2018 20:37,Хип-хоп/рэп,05.03.2018
Разноцветными реками,4:04,Энди Картрайт,Форева я,2,2018,04.03.2018 20:37,Хип-хоп/рэп,05.03.2018
ПСИ,2:36,Энди Картрайт,Форева я,6,2018,04.03.2018 20:37,Хип-хоп/рэп,05.03.2018
Фраза,3:07,Энди Картрайт,Форева я,12,2018,04.03.2018 20:37,Хип-хоп/рэп,05.03.2018
untitled 07 l levitate,2:26,Kendrick Lamar,untitled 07 l levitate - Single,24,2016,04.03.2018 18:01,Хип-хоп/рэп,23.03.2016
Power Trip (feat. Miguel),4:00,J. Cole,Power Trip (feat. Miguel) - Single,7,2013,04.03.2018 1:05,Хип-хоп/рэп,14.02.2013
"Control (feat. Kendrick Lamar, Big Sean & Jay Electronica)",7:07,Ab-Soul & Jay Rock,Two Black Hippy,23,2013,04.03.2018 0:46,Хип-хоп/рэп,12.11.2013
ОМО,3:33,MATRANG,ОМО - Single,12,2018,03.03.2018 8:27,Хип-хоп/рэп,01.03.2018
She Knows (feat. Amber Coffman & Cults),4:57,J. Cole,Born Sinner,7,2013,03.03.2018 3:23,Хип-хоп/рэп,14.06.2013
G.O.M.D.,5:01,J. Cole,2014 Forest Hills Drive,33,2014,03.03.2018 2:20,Хип-хоп/рэп,09.12.2014
untitled l 07 2014 - 2016,8:16,Kendrick Lamar,untitled unmastered.,4,2016,26.02.2018 14:11,Hip Hop/Rap,04.03.2016
